xml:id	count	correct_string
MatjažJuhart	2	MatjažJuhart
MatjažKovačič	1	MatjažKovačič
MatjažLičar	1	MatjažLičar
MatjažMikoš	2	MatjažMikoš
MatjažMohorko	1	MatjažMohorko
MatjažMrhar	1	MatjažMrhar
MatjažNemec	1347	MatjažNemec
MatjažPodmiljšak	4	MatjažPodmiljšak
MatjažPodmilšek	1	MatjažPodmiljšak
MatjažRakovec	2	MatjažRakovec
MatjažSušnik	1	MatjažSušnik
MatjažValenčič	1	MatjažValenčič
MatjažVehovec	1	MatjažVehovec
MatjažVeselko	3	MatjažVeselko
MatjažVodušek	3	MatjažVodušek
MatjažVogrin	1	MatjažVogrin
MatjažVrčko	10	MatjažVrčko
MatjažŠifkovič	1	MatjažŠifkovič
MatjažŠvagan	2	MatjažŠvagan
MatoGostiša	3	MatoGostiša
MatodDragonja	1	MetodDragonja
MaurizioTremul	10	MaurizioTremul
MašaCvetežar	1	MašaCvetežar
MašaKociper	697	MašaKociper
MašaKosiper	2	MašaKociper
MašaŽagar	3	MašaŽagar
MašaŽager	1	MašaŽagar
MedotDragonja	1	MetodDragonja
MeirHot	1	MeiraHot
MeiraHot	274	MeiraHot
MejraHot	1	MeiraHot
MelitaZorec	1	MelitaZorec
MelitaŠinkovec	65	MelitaŠinkovec
MensijaKurtović	4	MensijaKurtović
MeraHot	1	MeiraHot
MesecLuka	1	LukaMesec
MetkaGorišek	32	MetkaGorišek
MetkaKorže	1	MetkaKorže
MetkaLogar	1	MetkaLogar
MetkaNaglič	2	MetkaNaglič
MetkaPetekUhan	2	MetkaPetekUhan
MetkaZorc	2	MetkaZorc
MetkaZorec	1	MetkaZorec
MetkaŠoštarič	1	MetkaŠošterič
MetkaŠošterič	2	MetkaŠošterič
MetodDragonja	151	MetodDragonja
MetodGrah	1	MetodGrah
MetodKrajnc	1	MetodKrajnc
MetodPevec	3	MetodPevec
MetodaDodičFikfak	1	MetodaDodičFikfak
MetodaHorvatPirnat	4	MetodaHrovatPirnat
MetodaHrovatPirnat	48	MetodaHrovatPirnat
MiaHočevar	1	MiaHočevar
MichaelBibaritsch	2	MichaelBibaritsch
MihaBenet	6	MihaBenet
MihaBlažič	6	MihaBlažič
MihaDežman	2	MihaDežman
MihaGodnič	1	MihaGodnič
MihaHorvat	1	MihaHorvat
MihaHumar	2	MihaHumar
MihaJazbinšek	1	MihaJazbinšek
MihaKoprivnikar	3	MihaKoprivnikar
MihaKordiš	1559	MihaKordiš
MihaKovač	1	MihaKovač
MihaKovačič	4	MihaKovačič
MihaLobnik	25	MihaLobnik
MihaLovšin	1	MihaLovše
MihaMarenče	2	MihaMarenče
MihaPaternoster	1	MihaPaternoster
MihaPolnar	1	MihaPolnar
MihaPrevc	1	MihaelPrevc
MihaSkubic	1	MihaSkubic
MihaStegel	4	MihaStegel
MihaVerčko	9	MihaVerčko
MihaZupančič	4	MihaZupančič
MihaelCigler	1	MihaelCigler
MihaelMarkoč	1	MihaelMarkoč
MihaelPrevc	56	MihaelPrevc
MihaelaLovše	2	MihaelaLovše
MihaČernec	1	MihaČernec
MihaŠkerbinc	36	MihaŠkerbinc
MihaŽupančič	2	MihaZupančič
MihraKordiš	1	MihaKordiš
MijaLapornik	1	MijaLapornik
MikaKordiš	2	MihaKordiš
MilanBrglez	318	MilanBrglez
MilanBufon	1	MilanBufon
MilanKrek	13	MilanKrek
MilanOzimič	11	MilanOzimič
MilanRepič	2	MilanRepič
MilanUnuk	2	MilanUnuk
MilanZver	5	MilanZver
MilanČadež	2	MilanČadež
MilenaHorvat	1	MilenaHorvat
MilenaIvanušGrmek	1	MilenaIvanuš-Grmek
MilenaKovač	2	MilenaKovač
MilenaKrnecHorvat	3	MilenaKrnecHorvat
MilenaVöröš	3	MilenaVöröš
MilenkoStanković	1	MilenkoStanković
MilevaŠtrukelj	1	MilevaŠtukelj
MilevaŠtukelj	6	MilevaŠtukelj
MilojkaKolarCelarc	1	MilojkaKolarCelarc
MilojkaKurtjak	1	MilojkaKurtjak
MilošBizjak	52	MilošBizjak
MilošKosec	2	MilošKosec
MilošRadić	4	MilošRadić
MilošSenčur	1	MilošSenčur
MilošČas	6	MilošČas
MilošŠenčur	1	MilošSenčur
MilčekKomelj	2	MilčekKomelj
MimaSuhadolc	2	MimaSuhadolc
MincaBenedejčič	5	MincaBenedejčič
MinikaGregorčič	1	MonikaGregorčič
Minister	1	PeterJožefČesnik
MiodragĐorđević	5	MiodragĐorđević
MiraPalhartinger	15	MiroslavaPalhartinger
MiranAčko	1	MiranAčko
MiranBrvar	2	MiranBrvar
MiranCandellari	1	MiranCandellari
MiranGajšek	3	MiranGajšek
MiranGolub	1	MiranGolub
MiranKimovec	1	MiranKimovec
MiranKorošak	1	MiranKorošak
MiranLakota	1	MiranLakota
MiranLesjak	1	MiranLesjak
MiranMihelič	11	MiranMihelič
MiranRepič	1	MilanRepič
MiranStanko	2	MiranStanko
MiranZajšek	1	MiranGajšek
MiranZupanič	2	MiranZupanič
MirandaGroffFerjančič	2	MirandaGroffFerjančič
MirjamBizjakVelikonja	2	MirjamBizjakVelikonja
MirjamKline	5	MirjamKline
MirjanHren	1	MirjanHren
MirjanaKline	1	MirjamKline
MirjanaMagyarLovrić	2	MirjanaMagyarLovrić
MirjanaRanzinger	3	MirjanaRanzinger
MirkoBarničJager	3	MirkoBrničJager
MirkoBarničager	1	MirkoBrničJager
MirkoBrničJager	8	MirkoBrničJager
MirkoStopar	8	MirkoStopar
MirkoŠtular	3	MirkoŠtular
MiroCerar	23	MiroCerar
MiroKrajnc	2	MiroslavKranjc
MiroPetek	10	MiroPetek
MiroslavBenulič	4	MiroslavBenulič
MiroslavCerar	69	MiroslavCerar
MiroslavKranjc	8	MiroslavKranjc
MiroslavPetrovec	2	MiroslavPetrovec
MiroslavaPalhaltinger	1	MiroslavaPalhartinger
MiroslavaPalhantinger	1	MiroslavaPalhartinger
MiroslavaPalhartinger	38	MiroslavaPalhartinger
MiroslavŽaberl	1	MiroslavŽaberl
MithedHuskić	1	MithedHuskić
MitjaBlaganja	2	MitjaBlaganja
MitjaBobnar	4	MitjaBobnar
MitjaBrezovnik	1	MitjaBrezovnik
MitjaFabjan	1	MitjaFabjan
MitjaGlavnik	1	MitjaGlavnik
MitjaGorenjšček	3	MitjaGorenšček
MitjaGorenšček	13	MitjaGorenšček
MitjaJeleničNovak	2	MitjaJeleničNovak
MitjaKranjčan	1	MitjaKranjčan
MitjaMočnik	2	MitjaMočnik
MitjaPodgajski	1	MitjaPodgajski
MitjaPrezelj	2	MitjaPrezelj
MitjaSadek	2	MitjaSadek
MitjaSlavinec	34	MitjaSlavinec
MitjaSvete	1	MitjaSvete
MitjaTerče	2	MitjaTerče
MitjaVilar	3	MitjaVilar
MitjaŠuštar	3	MitjaŠuštar
MladenTerčelj	5	MladenTerčelj
MladenVeršič	4	MladenVeršič
MojcaAvguštin	3	MojcaAvguštin
MojcaBerkovičSimeonov	2	MojcaBerkovičSimeonov
MojcaBertalaničForšek	4	MojcaBertalaničForšek
MojcaBreščak	1	MojcaBreščak
MojcaGobec	6	MojcaGobec
MojcaGolobič	1	MojcaGolobič
MojcaGroznik	1	MojcaGroznik
MojcaGruden	6	MojcaGruden
MojcaIlcKlun	1	MojcaIlcKlun
MojcaJanZoran	2	MojcaJanZoran
MojcaJarc	6	MojcaJarc
MojcaLukšič	1	MojcaLukšič
MojcaMahkota	1	MojcaMahkota
MojcaMajič	8	MojcaMajič
MojcaPečar	4	MojcaPečar
MojcaPečnikTernovšek	1	MojcaPečnikTernovšek
MojcaPirnat	12	MojcaPirnat
MojcaPrelesnik	9	MojcaPrelesnik
MojcaRamšakPetek	1	MojcaRamšakPešec
MojcaRamšakPešec	40	MojcaRamšakPešec
MojcaRamšekPešec	1	MojcaRamšakPešec
MojcaTancarVerboten	1	MojcaTancerVerboten
MojcaTrstenjak	1	MojcaTrstenjak
MojcaVoljč	1	MojcaVoljč
MojcaŠkrinjar	470	MojcaŠkrinjar
MojcaŠrinjar	3	MojcaŠkrinjar
MojcaŠrkinjar	1	MojcaŠkrinjar
MojcaŠtravs	1	MojcaŠtravs
MojcaŽnidarica	1	MojcaŽnidarič
MojcaŽnidarič	479	MojcaŽnidarič
MojcaŽnidaršič	2	MojcaŽnidarič
MojcaŽnidrič	14	MojcaŽnidarič
MojdaŽnidarič	1	MojcaŽnidarič
MomirRadulović	5	MomirRadulović
MonikaAžman	17	MonikaAžman
MonikaFerenčak	1	MonikaFerenčak
MonikaGregorčič	972	MonikaGregorčič
MonikaGregočič	2	MonikaGregorčič
MonikaGregročič	4	MonikaGregorčič
MonikaGreogorčič	1	MonikaGregorčič
MonikaJakše	1	MonikaJakše
MonikaKirbišRojs	6	MonikaKirbišRojs
MonikaPintarMesarič	1	MonikaPintarMesarič
MonikaWeiss	2	MonikaWeiss
MoranJurkovič	3	MoranJurkovič-Dane
MoranJurkovičDane	1	MoranJurkovič-Dane
MorkoKoprivc	1	MarkoKoprivc
MotodaHorvatPrinat	1	MetodaHorvatPrinat
MoškričJanez	2	MoškričJanez
NaceKovač	1	NaceKovač
NadaBrinovšek	27	NadaBrinovšek
NadaDrobnePopović	5	NadaDrobnePopović
NadaDrobnePopovič	6	NadaDrobnePopović
NadjaGötz	2	NadjaGötz
NadjaZalokar	1	NadjaZalokar
NadjaČabal	2	NadjaČobal
NadjaČobal	4	NadjaČobal
NadjaŠinkovecZorko	2	NadjaŠinkovecZorko
NantiOlip	3	NantiOlip
NassimDjaba	1	NassimDjaba
NatalijaGorščak	5	NatalijaGorščak
NatalijaKovačJereb	173	NatalijaKovačJereb
NatalijaNedeljko	7	NatalijaNedeljko
NatalijaRibič	1	NatalijaRibič
NatalijaSpark	1	NatalijaSpark
NatašaBradičŽagar	1	NatašaBrajdičŽagar
NatašaBrajdičŽagar	1	NatašaBrajdičŽagar
NatašaBučar	4	NatašaBučar
NatašaCvetek	1	NatašaCvetek
NatašaDetič	1	NatašaDetič
NatašaDolenc	28	NatašaDolenc
NatašaGoršekMencin	5	NatašaGoršekMencin
NatašaHarej	3	NatašaHarej
NatašaHorvat	2	NatašaHorvat
NatašaKobeLogonder	1	NatašaKobeLogonder
NatašaKocjančič	1	NatašaKocjančič
NatašaKovač	27	NatašaKovač
NatašaMusarMihelič	1	NatašaMusarMišeljić
NatašaMusarMišelijić	2	NatašaMusarMišeljić
NatašaMusarMišelič	1	NatašaMusarMišeljić
NatašaMusarMišeljić	10	NatašaMusarMišeljić
NatašaPosel	1	NatašaPosel
NatašaPotočnik	5	NatašaPotočnik
NatašaSkuič	1	NatašaSukič
NatašaSorko	1	NatašaSorko
NatašaSukić	49	NatašaSukič
NatašaSukič	2088	NatašaSukič
NatašaSukuč	1	NatašaSukič
NatašaVoršič	49	NatašaVoršič
NatašaŠerbec	1	NatašaŠerbec
NatašaŠkrjanc	1	NatašaŠkrjanc
NatašaŠram	1	NatašaŠram
NatašaŠtelcer	1	NatašaŠtelcer
NatšaSukič	1	NatašaSukič
NejaSamarBrenčič	1	NejaSamarBrenčič
NejcJelen	2	NejcJelen
NejcKumar	1	NejcKumar
NejcŠkof	1	NejcŠkof
NenaKopčavarGuček	5	NenaKopčavarGuček
NenadHardiVitorović	1	NenadHardiVitorović
NevenkaKoprivšek	1	NevenkaKoprivšek
NevenkaKus	1	NevenkaKus
NevenkaLekše	4	NevenkaLekše
NevenkaMatelič	1	NevenkaMateličNunčič
NevenkaMateličNunčič	1	NevenkaMateličNunčič
NevenkaMlinar	2	NevenkaMlinar
NevenkaRibič	22	NevenkaRibič
NevenkaVolkRožič	2	NevenkaVolkRožič
NevenkaZavrl	3	NevenkaZavrl
NežaAjdišek	3	NežaAjdišek
NežkaFigelj	2	NežkaFigelj
NikPrebil	471	NikPrebil
NikaKovač	2	NikaKovač
NikaKrajnc	2	NikaKrajnc
NikoErker	6	NikoErker
NikoMiholič	1	NikoMiholič
NikoŠuštarič	2	NikoŠuštarič
NilPrebil	1	NikPrebil
NinaAnaJager	1	NinaAnaJäger
NinaAnaJäger	1	NinaAnaJäger
NinaGregori	1	NinaGregori
NinaKoščak	6	NinaKoščak
NinaKoželj	8	NinaKoželj
NinaMauhler	118	NinaMauhler
NinaMaurovič	133	NinaMaurovič
NinaMilost	3	NinaMilost
NinaMujagić	1	NinaMujagić
NinaNunčič	1	NinaNunčič
NinaPirnat	15	NinaPirnat
NinaRemškar	1	NinaRemškar
NinaSeljak	1	NinaSeljak
NivesPočkar	3	NivesPočkar
NivesVrbičKugonič	1	NivesVrbičKugonič
NuškaGajšek	1	NuškaGajšek
OlgaDrofenik	10	OlgaDrofenik
OliverVlainić	1	OliverVlainić
OliveraMirković	2	OliveraMirković
OmarSmajlović	1	OmarSmajlović
OskarBanBrejc	2	OskarBanBrejc
OskarKomac	21	OskarKomac
OžbaltPodpečan	8	OžbaltPodpečan
OžboltPodpečan	1	OžbaltPodpečan
Papež	1	MarijanPapež
Part	1	unknown-M
PatricijaČular	1	PatriciaČular
PatricijaŠulin	5	PatricijaŠulin
PatrikBole	1	PatrikBole
PavelDemšar	6	PavelDemšar
PavlinkaKorošec-kocmur	1	PavlinkaKorošec-Kocmur
PavlinkaKorošecKocmur	3	PavlinkaKorošec-Kocmur
PeterBaroš	3	PeterBaroš
PeterBožnar	1	PeterBožnar
PeterCerovšek	1	PeterCerovšek
PeterDrum	1	PeterGrum
PeterGašperGašperšič	1	PeterGašperšič
PeterGašperšič	1	PeterGašperšič
PeterGeršak	37	PeterGeršak
PeterGrad	1	PeterGrad
PeterGregorčič	2	PeterGregorčič
PeterGrk	2	PeterGrk
PeterGrum	2	PeterGrum
PeterJambrek	1	PeterJambrek
PeterJančič	2	PeterJančič
PeterJeglič	1	PeterJeglič
PeterJenko	7	PeterJenko
PeterJešovnik	71	PeterJešovnik
PeterJožefČesnik	104	PeterJožefČesnik
PeterKozmus	1	PeterKozmus
PeterKralj	6	PeterKralj
PeterKrečič	1	PeterKrečič
PeterMajcen	2	PeterMajcen
PeterMirt	4	PeterMirt
PeterMisja	6	PeterMisja
PeterPal	1	PeterPal
PeterPavlin	10	PeterPavlin
PeterPeterka	8	PeterPeterka
PeterPišek	2	PeterPišek
PeterPogačar	5	PeterPogačar
PeterPožon	1	PeterPožun
PeterPožun	49	PeterPožun
PeterSkerbiš	2	PeterSkerbiš
PeterSvetina	53	PeterSvetina
PeterVrisk	1	PeterVrisk
PeterWostner	1	PeterWostner
PeterZmagaj	1	PeterZmagaj
PeterZupan	1	PeterZupan
PeterČesnik	1	PeterJožefČesnik
PeterŠajn	7	PeterŠajn
PeterŠtih	1	PeterŠtih
PetraBezjak	2	PetraBezjakCirman
PetraBezjakCirman	6	PetraBezjakCirman
PetraBrus	1	PetraBrus
PetraCuletto	12	PetraCuletto
PetraCulletto	1	PetraCuletto
PetraIstenič	1	PetraIstenič
PetraKoleta	1	PetraKoleta
PetraLesjakTušek	3	PetraLesjakTušek
PetraMajdič	1	PetraMajdič
PetraMaroltVajda	18	PetraMaroltVajda
PetraMeterc	1	PetraMeterc
PetraSvoljšak	2	PetraSvoljšak
PetraŠubernik	1	PetraŠubernik
PiaBrezavšček	1	PiaBrezavšček
PiaVračko	20	PiaVračko
PimožSiter	1	PrimožSiter
Pleškovič	1	BorisPleskovič
PodprdsednicaTinaHeferle	1	TinaHeferle
PodprdsednikMarkoBandelli	1	MarkoBandelli
PodpredragBaković	1	PredragBaković
Podpredsednik_____	1	PredragBaković
Podpredsednik______	1	PredragBaković
PodpresednikAndrejRajh	1	AndrejRajh
PodpresednikJožeLenart	1	JožeLenart
PodredsednikAndrejČernigoj	1	AndrejČernigoj
PolonaFlerin	12	PolonaFlerin
PolonaKovač	3	PolonaKovač
PolonaPetek	1	PolonaPetek
PolonaTorkar	4	PolonaTorkar
PolonaŠolnVrbinc	2	PolonaŠolnVrbinc
PoloncaKenda	1	PoloncaKenda
PoloncaTrudenDobrin	6	PoloncaTrudenDobrin
PoloncaTurdenDobrin	1	PoloncaTrudenDobrin
PolonijaSimon	2	ApolonijaSimon
PomojcaŽnidarič	1	MojcaŽnidarič
PoninaMaurovič	1	NinaMaurovič
PrdsednikBlažPavlin	1	BlažPavlin
PrdsednikMatjažNemec	2	MatjažNemec
PredednicaAnjaBahŽibert	8	AnjaBahŽibert
PredednicaIvaDimic	2	IvaDimic
PredednikIgorPeček	1	IgorPeček
PredesdnikDejanŽidan	2	DejanŽidan
PredesdnikFrancBreznik	1	FrancBreznik
PredesednikIgorZorčič	1	IgorZorčič
PredgragBaković	1	PredragBaković
PredlagBaković	1	PredragBaković
PredradBaković	1	PredragBaković
PredragBaković	804	PredragBaković
PredragBakovič	13	PredragBaković
PredragBarović	1	PredragBaković
PredrakBaković	1	PredragBaković
PreedsednikMarkoPogačnik	2	MarkoPogačnik
PresdednikFrancTrček	1	rancTrček
PresednicaAnjaBahŽibert	3	AnjaBahŽibert
PresednicaIvaDimic	1	IvaDimic
PresednicaMatejaUdovč	2	MatejaUdovč
PresednicaMonikaGregorčič	2	MonikaGregorčič
PresednicaVioletaTomić	5	VioletaTomić
PresednikBojanPodkrajšek	1	BojanPodrajšek
PresednikBojanPodrajšek	7	BojanPodrajšek
PresednikBranislavRajić	1	BranislavRajić
PresednikBrankoGrims	1	BrankoGrims
PresednikEdvardPaulič	1	EdvardPaulič
PresednikFrancBreznik	4	FrancBreznik
PresednikFrancTrček	5	FrancTrček
PresednikIgorPeček	2	IgorPeček
PresednikIgorZorčič	3	IgorZorčič
PresednikIvanHršak	9	IvanHršak
PresednikMatjažNemec	7	MatjažNemec
PresednikRobertPolnar	26	RobertPolnar
PresednikSamoBevk	18	SamoBevk
PresednikVojkoStarović	6	VojkoStarović
PresednikZvonkoČernač	16	ZvonkoČernač
Prevajalka	1	unknown-F
PrimiožSiter	1	PrimožSiter
PrimorSiter	1	PrimožSiter
PrimožDamjanovič	12	PrimožDamjanovič
PrimožDolenc	27	PrimožDolenc
PrimožPinoza	11	PrimožPinoza
PrimožSitar	10	PrimožSiter
PrimožSitec	1	PrimožSiter
PrimožSiter	1092	PrimožSiter
PrimožStrojan	4	PrimožStrojan
PrimožTroppan	1	PrimožTroppan
PrimožTuršič	1	PrimožTuršič
PrimožČernelč	1	PrimožČernelč
PromižSiter	1	PrimožSiter
PrredragBaković	1	PredragBaković
Pušnik	1	IgorPušnik
RadePribaković	1	RadivojePribakovićBrinovec
RadkoKomadina	1	RadkoKomadina
RadkoLuzar	1	RadkoLuzar
RadoBrezovar	3	RadoBrezovar
RadoFele	10	RadoFele
RadoKerč	1	RadoKerč
RadoPezdir	2	RadoPezdir
RafaelKapš	2	RafaelKapš
RafaelKraševec	2	RafaelKraševec
RafaelKrašovec	2	RafaelKraševec
RajkoDjordjević	1	RajkoDjordjevič
RajkoDjordjevič	2	RajkoDjordjevič
RajkoFajt	68	RajkoFajt
RajkoKozmelj	4	RajkoKozmelj
RajkoPuš	1	RajkoPuš
RajkoStanković	5	RajkoStanković
RatkoFajt	1	RajkoFajt
RatkoLuzar	1	RadkoLuzar
RebekaBratošGornik	1	RebekaBratošGornik
RedsednikBrankoGrims	1	BrankoGrims
RenataMartinčič	2	RenataMartinčič
RenataRajapakse	3	RenataRajapakse
RenataZamida	5	RenataZamida
RenataZavršnikMihič	1	RenataZavršnikMihič
RobeertPolnar	1	RobertPolnar
RoberPolnar	4	RobertPolnar
RobertApollonio	3	RobertApollonio
RobertBerginc	3	RobertBerginc
RobertBlatnik	10	RobertBlatnik
RobertBolješič	1	RobertBolješič
RobertBrus	2	RobertBrus
RobertCajhen	1	RobertCajhen
RobertCugelj	23	RobertCugelj
RobertFerenc	3	RobertFerenc
RobertFurman	1	RobertFurman
RobertGlavaš	23	RobertGlavaš
RobertGolob	1	RobertGolob
RobertGolobinek	1	RobertGolobinek
RobertGratton	1	RobertGratton
RobertGrnjak	3	RobertGrnjak
RobertKokalj	1	RobertKokalj
RobertKus	1	RobertKus
RobertMore	1	RobertMore
RobertPavišč	1	RobertPavšič
RobertPavšič	656	RobertPavšič
RobertPerič	1	GregorPerič
RobertPeskar	3	RobertPeskar
RobertPolanar	2	RobertPolnar
RobertPolanr	2	RobertPolnar
RobertPolar	1	RobertPolnar
RobertPoler	1	RobertPolnar
RobertPolnar	5417	RobertPolnar
RobertPonar	1	RobertPolnar
RobertPožonec	1	RobertPožonec
RobertRenier	5	RobertRenier
RobertRežonja	1	RobertRežonja
RobertRožac	35	RobertRožac
RobertRožanc	4	RobertRožac
RobertStrah	1	RobertStrah
RobertTomazin	8	RobertTomazin
RobertVolčanšek	5	RobertVolčanšek
RobertVurušič	1	RobertVurušič
RobertŠtaba	1	RobertŠtaba
RobertŠumi	16	RobertŠumi
RobetGrah	1	RobertGrah
RobetPavšič	1	RobertPavšič
RobetPolnar	2	RobertPolnar
RobiKroflič	1	RobiKroflič
RobretPolnar	1	RobertPolnar
RokBiček	2	RokBiček
RokCvetko	3	RokCvetko
RokJesih	4	RokJesih
RokKonečnik	1	RokKonečnik
RokMarolt	2	RokMarolt
RokNovak	1	RokNovak
RokRavnikar	3	RokRavnikar
RokRoblek	1	RokRoblek
RokRozman	1	RokRozman
