xml:id	count	correct_string
RokSedminek	1	RokSedminek
RokVeber	1	RokVeber
RomanFerenčak	4	RomanFerenčak
RomanGruden	15	RomanGruden
RomanKimavec	1	RomanKimavec
RomanKramar	1	RomanKramer
RomanKramer	1	RomanKramer
RomanKuhar	1	RomanKuhar
RomanM.Gruden	3	RomanGruden
RomanPonebšek	1	RomanPonebšek
RomanSavšek	2	RomanSavšek
RomanUrbanč	1	RomanUrbanč
RomanZavršek	1	RomanZavršek
RomanaBošnik	1	RomanaBošnik
RomanaEpih	5	RomanaEpih
RomanaMartinčič	3	RomanaMartinčič
RomanaTomc	7	RomanaTomc
RomanČernjak	1	RomanČernjak
RomanŽveglič	14	RomanŽveglič
RominaKuričKolman	1	RominaKuričKolman
RosvitaSvenšek	2	RosvitaSvenšek
RudiFatur	2	RudiFatur
RudiHorvat	1	RudiHorvat
RudiMedved	425	RudiMedved
RudiMerljak	2	RudiMerljak
RudiPavšič	3	RudiPavšič
RudiVolk	1	RudiVolk
RudiŽveglič	2	RudiŽveglič
SabinaHomjak	1	SabinaHomjak
SabinaKorbar	5	SabinaKorbar
SabinaKorošecZavšek	1	SabinaKorošecZavšek
SabinaLeben	1	SabinaLeben
SabinaSeme	3	SabinaSeme
SabinaSenčar	1	SabinaSenčar
SabinaZalar	4	SabinaZalar
SamerHalil	1	SamerKhalil
SamerKhalil	17	SamerKhalil
SamoBevk	1476	SamoBevk
SamoBvek	1	SamoBevk
SamoFakin	27	SamoFakin
SamoHribar	1	SamoHribarMilič
SamoHribarMilič	5	SamoHribarMilič
SamoJereb	20	SamoJereb
SamoKošir	1	SamoKošir
SamoLampret	8	SamoLampret
SamoMihelin	4	SamoMihelin
SamoRugelj	1	SamoRugelj
SamoStrelec	1	SamoStrelec
SamoVesel	1	SamoVesel
SamoZajc	4	SimonZajc
SamoČervek	13	SamoČervek
SandiViršak	1	SandiViršak
SandiČerin	1	SandiČurin
SandiČurin	46	SandiČurin
SandraBašićHrvatin	1	SandraBašićHrvatin
SanelaTalić	3	SanelaTalić
SanibojKnežak	1	SonibojKnežak
SanjaAjanovićHovnik	1	SanjaAjanovićHovnik
SanjaRanovič	1	SanjaAjanovićHovnik
SaraErjavecTekavec	1	SaraErjavecTekavec
SaraKosirnik	1	SaraKosirnik
SaraMarijaŠirnik	2	SaraMarijaŠirnik
SaraSavnik	1	SaraSavnik
SaraSvatiSharan	1	SaraSvatiSharan
SavinaZwitter	1	SavinaZwitter
SašaArsenović	1	SašaArsenovič
SašaArsenovič	1	SašaArsenovič
SašaBajda	1	SašaBajda
SašaBreceljPodgornik	2	SašaBriceljPodgornik
SašaBricelj	4	SašaBriceljPodgornik
SašaBriceljPodgornik	38	SašaBriceljPodgornik
SašaDragarMilanovič	6	SašaDragarMilanovič
SašaGržinič	2	SašaGržinič
SašaHeath-drugović	2	SašaHeath-Drugovič
SašaHeath-drugovič	5	SašaHeath-Drugovič
SašaHeathDrugovič	2	SašaHeath-Drugovič
SašaJazbec	104	SašaJazbec
SašaPrelič	3	SašaPrelič
SaškaKiaraKumer	2	SaškaKiaraKumer
SaškaKumar	2	SaškaKiaraKumer
SaškaKumer	2	SaškaKiaraKumer
SašoJazbec	1	SašaJazbec
SebastianCavazza	2	SebastijanCavazza
SebastijanValentan	2	SebastijanValentan
SebastijanZupanc	1	SebastijanZupanc
SebastjanCavazza	1	SebastijanCavazza
SebastjanZupan	1	SebastijanZupanc
SenkaŠifkovičVrbica	1	SinkaŠifkovićVrbica
SergijAndrejaš	2	SergijAndrejaš
SibilSvilan	19	SibilSvilan
SigridBerka	2	SigridBerka
SigrigBerka	4	SigridBerka
SilvanPeršolja	2	SilvanPeršolja
SilvijaHajdinjakPrendl	1	SilvijaHajdinjakPrendl
SilvijaZec	1	SilvijaZec
SilvoKontarič	2	SilvoKuntarič
SilvoKuntarič	1	SilvoKuntarič
SilvoZupančič	2	SilvoZupančič
SimeonaRogelj	3	SimeonaRogelj
SimonMarolt	2	SimonMarolt
SimonSavski	1	SimonSavski
SimonSlokan	2	SimonSlokan
SimonStarček	1	SimonStarček
SimonStrgar	3	SimonStrgar
SimonTrussevich	1	SimonTrussevich
SimonZajc	170	SimonZajc
SimonZajec	1	SimonZajc
SimonaBergoč	1	SimonaBergoč
SimonaGerenčer	1	SimonaGerenčerPegan
SimonaGerenčerPegan	2	SimonaGerenčerPegan
SimonaKustec	12	SimonaKustecLipicer
SimonaKustecLipicer	7	SimonaKustecLipicer
SimonaKusterLipicer	1	SimonaKustecLipicer
SimonaLeskovar	14	SimonaLeskovar
SimonaMuhič	3	SimonaMuhič
SimonaPerčič	2	SimonaPerčič
SimonaPoljanšek	6	SimonaPoljanšek
SimonaReparBornšek	23	SimonaReparBornšek
SimonaReparPirnat	1	SimonaReparBornšek
SimonaVodopivec	1	SimonaVodopivec
SimonaVrevc	2	SimonaVrevc
SimonaZagorc	5	SimonaZagorc
SimonovičBranko	1	BrankoSimonovič
SinkaŠifkovićVrbica	1	SenkaŠifkovičVrbica
SladjanaJelisavčić	3	SladjanaJelisavčić
SladjanaJelisavčič	1	SladjanaJelisavčić
SladjanaJesić	1	SladjanaJešić
SladjanaJešić	176	SladjanaJešić
SladjanaJešič	3	SladjanaJešić
SladjaniJešić	1	SladjanaJešić
SlavicaMencingar	1	SlavicaMencingar
SlavicaMencinger	3	SlavicaMencingar
SlavkaSnedec	2	SlavkaSnedec
SlavkoGabrovšek	2	SlavkoGabrovšek
SlavkoKoroš	1	SlavkoKoroš
SlavkoKrištofelc	4	SlavkoKrištofelc
SlavkoPregl	1	SlavkoPregl
SlavkoTrivković	2	SlavkoTrivković
SlavkoŠega	3	SlavkoŠega
SlađanaJešić	7	SladjanaJešić
SlađjanaJešić	1	SladjanaJešić
SmiljanaKnez	4	SmiljanaKnez
SonajBienKarlovšek	1	SonjaBienKarlovšek
SonibojKenžak	1	SonibojKnežak
SonibojKnežak	240	SonibojKnežak
SonjaBeinKarlovšek	2	SonjaBienKarlovšek
SonjaBienKarlovšek	101	SonjaBienKarlovšek
SonjaBienKralovšek	1	SonjaBienKarlovšek
SonjaKralj	1	SonjaKralj
SonjaProsenc	2	SonjaProsenc
SonjaTomšič	1	SonjaTomšič
SonjaŠmuc	1	SonjaŠmuc
SpomenkaValušnik	19	SpomenkaValušnik
SrečkoMlačnik	1	SrečkoMlačnik
SrečkoOcvirk	3	SrečkoOcvirk
SrečkoĐurov	9	SrečkoĐurov
SrečkoŠestan	9	SrečkoŠestan
SrečkoŽerjav	1	SrečkoŽerjav
StaneBaloh	3	StankoBaluh
StaneBaluh	16	StankoBaluh
StaneMerše	1	StaneMerše
StanislavPejovnik	2	StanislavPejovnik
StanislavRaščan	26	StanislavRaščan
StanislavVrečar	10	StanislavVrečar
StanislavaZadravec	1	StanislavaZadravecCaprirolo
StanislavaZadravecCaprirolo	4	StanislavaZadravecCaprirolo
StankaPreskar	4	StankaPreskar
StankaPresker	1	StankaPreskar
StankoBaloh	2	StankoBaluh
StankoBaluh	23	StankoBaluh
StankoŠtrajn	1	StankoŠtrajn
Stančič	1	ZoranStančič
StašRavter	1	StašRavter
StašaJovanović	1	StašaJovanović
StefaniaBeretta	2	StefaniaBeretta
StjepanMikec	1	StjepanMikec
StojanTrampte	1	StojanTramte
StojanTramte	58	StojanTramte
StojanŠčuka	1	StojanŠčuka
SumrakĐurđica	1	SumrakĐurđica
SusanneWeitlaner	3	SusanneWeitlaner
SuzanaGalič	1	SuzanaGalič
SuzanaJarc	1	SuzanaJarc
SuzanaKavaš	1	SuzanaKavaš
SuzanaKranjc	2	SuzanaKranjc
SuzanaLepŠimenko	31	SuzanaLepŠimenko
SuzanaTratnik	1	SuzanaTratnik
Sušnik	1	BarbaraSušnik
SvojkoStarović	1	VojkoStarović
TadejAvčin	2	TadejAvčin
TadejBattelino	1	TadejBattelino
TadejBeočanin	1	TadejBeočanin
TadejBevčan	1	TadejBevčan
TadejBojnec	1	TadejBojnec
TadejKern	1	TadejKern
TadejMeserko	7	TadejMeserko
TadejaGlavica	1	TadejaGlavica
TadejaSavnik	5	TadejaSavnik
TadejaŠuštar	74	TadejaŠuštarZalar
TadejaŠuštarZalar	21	TadejaŠuštarZalar
TadejaŠušter	1	TadejaŠuštarZalar
TajZavodnik	6	TajZavodnik
TajaSteblovnik	4	TajaSteblovnik
TajdaLogar	1	TajdaLogar
TamaraGregorčič	10	TamaraGregorčič
TamaraKolarič	1	TamaraKolarič
TamaraLahTurnšek	1	TamaraLahTurnšek
TamaraPeklarKorošec	1	TamaraPeklarKorošec
TamaraStaričPetrović	1	TamaraStaričPetrović
TamaraVonta	11	TamaraVonta
TanjaBolte	2	TanjaBolte
TanjaDular	1	TanjaDular
TanjaFajon	9	TanjaFajon
TanjaKerševanSmokcina	1	TanjaKerševanSmokvina
TanjaKerševanSmokvin	1	TanjaKerševanSmokvina
TanjaKerševanSmokvina	15	TanjaKerševanSmokvina
TanjaKrševan	1	TanjaKerševanSmokvina
TanjaLavrenčič	1	TanjaLavrenčič
TanjaMarušič	4	TanjaMarušič
TanjaMate	5	TanjaMate
TanjaMatjaševič	8	TanjaMatjaševič
TanjaMuha	26	TanjaMuha
TanjaOberski	1	TanjaOberski
TanjaOtrin	2	TanjaOtrin
TanjaStrniša	76	TanjaStrniša
TanjaTravnikar	4	TanjaTravnikar
TanjaŠpanić	1	TanjaŠpanić
TarikŽigon	1	TarikŽigon
TatjanaAdamič	1	TatjanaAdamič
TatjanaBobnar	37	TatjanaBobnar
TatjanaEberlincJurkas	1	TatjanaEberlincJurkas
TatjanaFrelih	3	TatjanaFrelih
TatjanaJevševar	1	TatjanaJevševar
TatjanaLejkoZupanc	1	TatjanaLejkoZupanc
TatjanaLikar	1	TatjanaLikar
TatjanaMarn	1	TatjanaMarn
TatjanaMlakar	11	TatjanaMlakar
TatjanaRojc	6	TatjanaRojc
TatjanaZagorc	2	TatjanaZagorc
TeaJarc	2	TeaJarc
TejaBevc	1	TejaBevc
TejaKorbar	1	TejaKorbar
TeodorŽepič	2	TeodorŽepič
TerezaNovak	1	TerezaNovak
TilenBasle	1	TilenBasle
TilenBožič	110	TilenBožič
TimHorvat	1	TimHorvat
TimOsmak	1	TimOsmak
TinaBergant	2	TinaBregant
TinaBrecelj	10	TinaBrecelj
TinaBregant	51	TinaBregant
TinaGerbec	6	TinaGerbec
TinaHeferle	580	TinaHeferle
TinaHefrle	11	TinaHeferle
TinaHumar	2	TinaHumar
TinaJamšek	3	TinaJamšek
TinaSršen	4	TinaSršen
TitAlbreht	2	TitAlbreht
TjašaDoljak	1	TjašaDoljak
TjašaKozole	2	TjašaKozole
TjašaPogačar	1	TjašaPogačar
TjašaPoreber	1	TjašaPoreber
TjašaŠkreblin	1	TjašaŠkreblin
TjašaŽoharČretnik	1	TjašaŽoharČretnik
TomZalaznik	2	TomZalaznik
Toman	1	VojkoToman
TomažBoh	9	TomažBoh
TomažBole	1	TomažBole
TomažBoltin	2	TomažBoltin
TomažCunda	1	TomažCunder
TomažCunder	2	TomažCunder
TomažGantar	28	TomažGantar
TomažGorec	2	TomažGorec
TomažGorenc	1	TomažGorenc
TomažHorvat	24	TomažHorvat
TomažKlemenc	3	TomažKlemenc
TomažKoren	3	TomažKoren
TomažKošak	3	TomažKošak
TomažKraškovic	3	TomažKraškovic
TomažKrištof	2	TomažKrištof
TomažKukovica	3	TomažKukovica
TomažKučič	1	TomažKučič
TomažLisec	126	TomažLisec
TomažOgrin	12	TomažOgrin
TomažPavček	1	TomažPavček
TomažPerše	4	TomažPerše
TomažPetek	11	TomažPetek
TomažPečjak	19	TomažPečjak
TomažPliberšek	79	TomažPliberšek
TomažProhinar	1	TomažProhinar
TomažRepinc	1	TomažRepinc
TomažRode	2	TomažRode
TomažVesel	31	TomažVesel
TomažVidic	10	TomažVidic
TomažVrček	1	TomažVrček
TomažWillempart	1	TomažWillenpart
TomažWillenpart	14	TomažWillenpart
TomažWraber	3	TomažWraber
TomažZwitter	1	TomažZwitter
TomažČop	1	TomažČop
TomažŠtoka	1	TomažŠtoka
TomiRumpf	11	TomiRumpf
TomislavPanenić	12	TomislavPanenić
TomislavTkalec	1	TomislavTkalec
TomislavŠpilak	1	TomislavŠpilak
TomžaVidic	1	TomažVidic
ToneDolčič	5	ToneDolčič
ToneKajzer	34	ToneKajzer
ToneKrkovič	2	ToneKrkovič
ToneKvasič	2	ToneKvasič
TonePetrič	2	TonePetrič
ToneSlak	2	ToneSlak
ToneČesen	1	ToneČesen
ToniBalažič	2	ToniBalažič
ToniKoršič	1	ToniKoršič
ToniRumpf	1	TomiRumpf
TonjaJerele	2	TonjaJerele
TonyLenko	2	TonyLenko
TrancTrček	1	FrancTrček
Trček	1	FrancTrček
TugomirKodelja	63	TugomirKodelja
TugomirMajdak	3	TugomirMajdak
UrbanKorenjak	1	UrbanKorenjak
UrbanKrajcar	16	UrbanKrajcar
UrbanKrajcer	7	UrbanKrajcar
UrhGrošelj	2	UrhGrošelj
UrošBrežan	2	UrošBrežan
UrošDurn	2	UrošDurn
UrošKorenčan	2	UrošKorenčan
UrošKorošec	3	UrošKorošec
UrošKrek	1	UrošKrek
UrošKrižanec	1	UrošKrižanec
UrošLampert	2	UrošLampret
UrošLampret	113	UrošLampret
UrošMacerl	2	UrošMacerl
UrošNovak	3	UrošNovak
UrošPaternus	1	UrošPaternus
UrošRustja	1	UrošRustja
UrošSvete	1	UrošSvete
UrošUrbanija	42	UrošUrbanija
UrošŠtuhec	7	UrošŠtuhec
UrsulaVonDerLeyen	1	UrsulaVonDerLeyen
UršaAličKolen	1	UršaAličKolen
UršaGorenc	2	UršaGorenc
UršaMenart	2	UršaMenart
UršaRegvar	3	UršaRegvar
UršaŽidan	1	UršaŽidan
UrškaAhlinGanziti	2	UrškaAhlinGanziti
UrškaBan	19	UrškaBan
UrškaCvelbar	7	UrškaCvelbar
UrškaErklavec	1	UrškaErklavec
UrškaJež	2	UrškaJež
UrškaJurman	2	UrškaJurman
UrškaKorošec	3	UrškaKorošec
UrškaLušina	1	UrškaLušina
UrškaSrnec	1	UrškaSrnec
UršulaCetinski	6	UršulaCetinski
UršulaMenihDokl	7	UršulaMenihDokl
UršulaZoreTavčar	23	UršulaZoreTavčar
ValentinHajdinak	1	ValentinHajdinjak
ValentinHajdinjak	2	ValentinHajdinjak
ValentinInzko	1	ValentinInzko
ValentinSchein	1	ValentinSchein
ValentinSima	3	ValentinSima
Valentina-AnamarijaMarolt	1	ValentinaAnamarijaMarolt
ValentinaAnamarijaMarlot	1	ValentinaAnamarijaMarolt
ValentinaAnamarijaMarolt	15	ValentinaAnamarijaMarolt
ValentinaMarolt	30	ValentinaAnamarijaMarolt
ValentinaVehovar	9	ValentinaVehovar
ValerijaKunštek	5	ValerijaKunštek
ValerijaLekićPoljšak	1	ValerijaLekićPoljšak
ValterBandelj	1	WalterBandelj
ValterMlekuš	1	ValterMlekuž
VanessaGrmek	3	VanessaGrmek
VarjaMočnik	1	VarjaMočnik
VaskoSimonit	1	VaskoSimoniti
VaskoSimoniti	138	VaskoSimoniti
VeraKržišnikBukić	2	VeraKržišnik-Bukić
VeraMarkoja	2	VeraMarkoja
VeraPečnik	1	VeraPečnik
Vesel	1	ManuelVesel
VesnaFabjan	2	VesnaFabjan
VesnaKalčič	2	VesnaKalčič
VesnaMarinko	3	VesnaMarinko
VesnaNahtigal	1	VesnaNahtigal
VesnaZadnik	2	VesnaZadnik
VidaTörnarJudit	3	JuditVidaTörnar
ViktorVračar	1	ViktorVračar
ViktorijaTomič	7	ViktorijaTomič
ViktorŠvigelj	1	ViktorŠvigelj
ViliKavčič	1	ViliKovačič
ViliKovačič	14	ViliKovačič
ViliMatula	1	ViliMatula
ViljemKovač	1	ViljemKovač
VilkoKolbl	1	VilkoKolbl
VinkoFilipič	12	VinkoFilipič
VinkoGorenak	4	VinkoGorenak
VinkoLogaj	7	VinkoLogaj
VioletaBulc	18	VioletaBulc
VioletaNeubaurer	1	VioletaNeubauer
VioletaTomić	2810	VioletaTomić
VioletaTomič	25	VioletaTomić
VioletaTomoć	3	VioletaTomić
ViolitaTomić	1	VioletaTomić
VitaHabjanBarborič	1	VitaHabjanBarborič
VittoriaAlliataDiVillafranca	1	VittoriaAlliataDiVillafranca
VladimirHorvat	32	VladimirHorvat
VladimirIlić	1	VladimirIlić
VladimirKukavica	3	VladimirKukavica
VladimirLazić	2	VladimirLazić
VladimirPrebilič	4	VladimirPrebilič
VladimiraTomšič	1	VladimiraTomšič
VladimirČeligoj	6	VladimirČeligoj
VladimirŠega	5	VladimirŠega
VladislavRožič	4	VladislavRožič
VladmirHorvat	1	VladimirHorvat
VladoBradač	1	LadoBradač
VladoKorber	1	VladoKorber
VladoKrajcar	2	VladoKrajcar
VladoŠega	1	VladoŠega
VlastaNussdorfer	36	VlastaNussdorfer
VlastaNüssdorfer	1	VlastaNussdorfer
VlastaVičič	1	VlastaVičič
VodjaTinaHeferle	6	TinaHeferle
VojeIgnac	1	IgnacijVoje
VojkoStarocić	1	VojkoStarović
VojkoStarović	1783	VojkoStarović
VojkoStarovič	8	VojkoStarović
VojkoStarovoić	1	VojkoStarović
VojkoStopar	5	VojkoStopar
VojkoToman	4	VojkoToman
VojkoUrbas	4	VojkoUrbas
Vrbos	1	ŽeljkoVrbo
WalterBandelj	11	WalterBandelj
ZalaDobovšek	1	ZalaDobovšek
ZdenkaMrak	2	ZdenkaMrak
ZdenkaČebašekTravnik	17	ZdenkaČebašekTravnik
ZdenkoLorber	4	ZdenkoLorber
ZdravkaVasiljevićRudonić	1	ZdravkaVasiljevićRudonić
ZdravkoKafol	1	ZdravkoKafol
ZdravkoKačič	3	ZdravkoKačič
ZdravkoMele	2	ZdravkoMele
ZdravkoPilipović	2	ZdravkoPilipovič
ZdravkoPilipovič	1	ZdravkoPilipovič
ZdravkoPočivalšek	17	ZdravkoPočivalšek
ZlatanFicko	6	ZlatkoFicko
ZlatanČordićZlatko	1	ZlatanČordićZlatko
ZlataŠtiblarKisić	3	ZlataŠtiblarKisić
ZlatkoAjd	1	ZlatkoAjd
ZlatkoFicko	9	ZlatkoFicko
ZlatkoRataj	3	ZlatkoRatej
ZlatkoRate	1	ZlatkoRatej
ZlatkoRatej	58	ZlatkoRatej
ZmagoJeliničičPlemeniti	1	ZmagoJelinčičPlemeniti
ZmagoJelinčič	1	ZmagoJelinčičPlemeniti
ZmagoJelinčičPlemenisti	1	ZmagoJelinčičPlemeniti
ZmagoJelinčičPlemeniti	439	ZmagoJelinčičPlemeniti
ZmagoJelinčičPlementiti	6	ZmagoJelinčičPlemeniti
ZmagoJelinčičPlmeneniti	1	ZmagoJelinčičPlemeniti
ZmagoJelinčičiPlemeniti	1	ZmagoJelinčičPlemeniti
ZmagoJeličničPlemeniti	3	ZmagoJelinčičPlemeniti
ZmagoJeličničPlementiti	1	ZmagoJelinčičPlemeniti
ZmagoJeličnčičPlemeniti	2	ZmagoJelinčičPlemeniti
ZnovkoČernač	1	ZvonkoČernač
ZoranJanković	16	ZoranJanković
ZoranJankovič	2	ZoranJanković
ZoranMladenović	1	ZoranMladenovič
ZoranMladenovič	8	ZoranMladenovič
ZoranPoznič	50	ZoranPoznič
ZoranRemic	2	ZoranRemic
ZoranSkubic	1	ZoranSkubic
ZoranStančič	32	ZoranStančič
ZsuzsannaBači	1	ZsuzsannaBači
ZvezdanPirtošek	1	ZvezdanPirtošek
ZvnokoČernač	1	ZvonkoČernač
ZvoneČernač	3	ZvonkoČernač
ZvoneŽigon	2	ZvoneŽigon
ZvonkkoČernač	1	ZvonkoČernač
ZvonkoBaklan	1	ZvonkoBaklan
ZvonkoGolobič	3	ZvonkoGolobič
ZvonkoZavasnik	2	ZvonkoZavasnik
ZvonkoČernač	1916	ZvonkoČernač
ZvonskoČernač	1	ZvonkoČernač
ZvovkoČernač	1	ZvonkoČernač
____	1	PredragBaković
_____	1	PredragBaković
________	2	PredragBaković
unknown-F	162	unknown-F
unknown-M	293	unknown-M
Čačić	1	RadimirČačić
ČedoVelašević	2	ČedoVelašević
ČrtomirRemec	3	ČrtomirRemec
ČrtomirTavzes	2	ČrtomirTavzes
ŠimeIvanjko	1	ŠimeIvanjko
ŠirceljAndrej	2	ŠirceljAndrej
ŠpelaBatis	2	ŠpelaBatis
ŠpelaBerlot	1	ŠpelaBerlot
ŠpelaGuštinMaček	2	ŠpelaMačekGuštin
ŠpelaHorjak	1	ŠpelaHorjak
ŠpelaIsop	2	ŠpelaIsop
ŠpelaJakopič	1	ŠpelaJakopič
ŠpelaKelih	1	ŠpelaKelih
ŠpelaMačekGustin	1	ŠpelaMačekGuštin
ŠpelaMačekGuštin	50	ŠpelaMačekGuštin
ŠpelaNardoniKovač	2	ŠpelaNardoniKovač
ŠpelaPerme	5	ŠpelaPerme
ŠpelaRotar	2	ŠpelaRotar
ŠpelaStare	4	ŠpelaStare
ŠpelaZupan	1	ŠpelaZupan
ŠpelaČadež	2	ŠpelaČadež
ŠpelaŠuštaršič	1	ŠpelaŠuštaršič
ŠtefanGrosek	1	ŠtefanGrosek
ŠtefanKušar	3	ŠtefanKušar
ŠtefanijaZlobec	1	ŠtefanijaZlobec
ŠtefanČelan	4	ŠtefanČelan
ŽanMahnič	256	ŽanMahnič
Željk0Cigler	1	ŽeljkoCigler
ŽeljkoCiger	1	ŽeljkoCigler
ŽeljkoCiglar	1	ŽeljkoCigler
ŽeljkoCigler	541	ŽeljkoCigler
ŽeljkoKralj	9	ŽeljkoKralj
ŽeljkoVrbos	1	ŽeljkoVrbos
ŽenjaLeiler	1	ŽenjaLeiler
ŽigaNovak	1	ŽigaNovak
ŽigaTurk	2	ŽigaTurk
ŽigaVrtačič	1	ŽigaVrtačič
ŽigaZaplotnik	4	ŽigaZaplotnik
Žigon	1	ZvoneŽigon
ŽivaBrecelj	1	TinaBrecelj
ŽižaFelice	1	FeliceŽiža
